dataset_name,url
一般衛生護理範疇(其他)按堂區劃分的藥房、藥行和中藥房以及藥廠數目,https://data.gov.mo/Detail?id=d8ee0606-97e9-4914-82a4-38737b88bcbf
即時紫外線值,https://data.gov.mo/Detail?id=2c13addd-a91b-436a-a3e2-84ec895b68b6
過去7日紫外線值,https://data.gov.mo/Detail?id=4831822b-5c43-4621-a325-42277da4a1ef
財務管理範疇預算開支和實際開支,https://data.gov.mo/Detail?id=7cecff4b-c07c-4a10-a64b-4a16fa73d812
伽傌射線測量,https://data.gov.mo/Detail?id=a145173e-ff2b-4a16-b2c3-9068f02e9820
雷暴警告,https://data.gov.mo/Detail?id=df178ecd-228d-4218-a8ed-741e59e7811d
衛生範疇按根本死因組別劃分的死亡人數統計,https://data.gov.mo/Detail?id=0e4f6d0f-0f84-4866-8123-f5fbb6557bb2
退休及撫卹制度-撫卹金份數,https://data.gov.mo/Detail?id=1503cd84-60bd-473f-825f-bdfc9905aef8
人力資源範疇實習醫生概況,https://data.gov.mo/Detail?id=837a6043-1ea8-44f4-8762-34b774cc610f
澳門高等院校研究人員人數統計─按本地及外聘劃分,https://data.gov.mo/Detail?id=8e7c7a62-03f0-4c91-8c76-2060b1f0684e
疾病預防控制範疇按地點劃分接受疫苗接種的數目,https://data.gov.mo/Detail?id=9528b8da-f04a-45ed-bd04-540804fa3b60
衛生範疇醫護人員數目統計,https://data.gov.mo/Detail?id=e5023a7d-2ce8-4632-b2d0-ae3bcf47b7ed
一般衛生護理範疇(其他)本澳藥物概況,https://data.gov.mo/Detail?id=fa5e526f-0734-40a7-b829-f9071f9bfd3c
澳門高等院校註冊學生人數統計─按課程程度劃分,https://data.gov.mo/Detail?id=044d7c01-dc57-475c-8b09-114c591f6615
財務管理範疇按預算項目劃分的實際開支,https://data.gov.mo/Detail?id=19d18f13-8b96-4889-bf51-928d92663891
中小企業專項信用保證計劃統計 - 受惠行業,https://data.gov.mo/Detail?id=4d051587-0ab4-4d8b-9f83-1accafc38ba2
紫外線預報,https://data.gov.mo/Detail?id=7baa885b-7dca-4efa-ab65-16c6dee4ddd2
「星級旅遊服務認可計劃」獲獎餐廳食肆,https://data.gov.mo/Detail?id=92de06db-9779-4f44-9c34-1859561d048f
一般衛生護理範疇(衛生中心)按歲組劃分的衛生中心門診人次,https://data.gov.mo/Detail?id=af5492e6-4613-4995-8ee1-30f6f6284b3e
澳門高等院校教職員人數統計─按性別劃分,https://data.gov.mo/Detail?id=c5e87e46-78a0-4f6e-bde1-321ae7dec971
公共停車場數量,https://data.gov.mo/Detail?id=dfadef52-86d8-4415-a86c-027fe1b0b78b
一般衛生護理範疇(其他)按歲組及捐血次數劃分的成功捐血者人數,https://data.gov.mo/Detail?id=f10c1cd9-752f-47b6-9a5f-3270d00db92d
實用專利註冊申請量,https://data.gov.mo/Detail?id=0de74d36-1b39-4c72-a59f-ce271f6777f7
一般衛生護理範疇(衛生中心)尋求初級衛生保健的首十個求診原因,https://data.gov.mo/Detail?id=190885f5-b2e4-481a-bd48-20f98cefdeb0
中小企業援助計劃統計 - 申請概況,https://data.gov.mo/Detail?id=32716464-dc43-44d8-9609-9720b4d16e3c
本地建築工人平均日薪,https://data.gov.mo/Detail?id=4b526f6a-eb74-42ac-9d9b-0b0ecbcfa783
CEPA貨物出口貨值,https://data.gov.mo/Detail?id=57fc99fd-b8fa-4256-859d-6e6c2da66788
一般衛生護理範疇(衛生中心)衛生中心團體健康教育工作,https://data.gov.mo/Detail?id=5aee9f9e-2d7e-4cce-ba91-709b342891fa
一般衛生護理範疇(衛生中心)衛生中心醫務活動,https://data.gov.mo/Detail?id=70c0289e-f52d-4b25-aca3-9e471af28e74
一般衛生護理範疇(其他)按病毒學檢驗項目劃分的檢驗數目,https://data.gov.mo/Detail?id=87db05f2-1040-45d5-a189-c72db7c70395
CEPA澳門服務提供者證明書,https://data.gov.mo/Detail?id=a63ed7a4-c86e-48d2-b3e8-870155e8d156
澳門高等院校畢業學生人數統計,https://data.gov.mo/Detail?id=a7cf57a0-b0dd-458e-967a-4c78474559cb
衛生範疇醫院病床數目統計,https://data.gov.mo/Detail?id=beed4ba9-6a7e-46dc-9fc3-ea4cc8f1533d
一般衛生護理範疇(其他)按檢驗項目劃分的檢驗數目,https://data.gov.mo/Detail?id=dd3da9be-4785-49fc-9fdb-7fcc24edfc94
辦公室單位每平方米平均價格,https://data.gov.mo/Detail?id=f736874d-3679-4fb4-82b6-31191b1dfc0d
專科衛生護理範疇按專科劃分的門診人次,https://data.gov.mo/Detail?id=fba9e857-c978-4ec8-942f-9a6263a453ed
人力資源範疇按工作人員所屬系統劃分的人員分佈,https://data.gov.mo/Detail?id=0d183407-720d-4289-b1fc-680ab062f8a9
專科衛生護理範疇按歲組劃分的住院病人數目,https://data.gov.mo/Detail?id=3fd16e3f-dfb2-45cd-beb6-5eeae7d95894
專科衛生護理範疇按歲組劃分的門診人次,https://data.gov.mo/Detail?id=55a3937c-7aa1-427f-89c5-c0be92d20a0f
巴士司機數量,https://data.gov.mo/Detail?id=64e7adeb-a376-4129-a48f-72f2bd4dda63
人力資源範疇衛生局人員數目,https://data.gov.mo/Detail?id=7c3820ce-a13b-4058-9ade-613303c91c8a
一般衛生護理範疇(其他)藥物監測概況,https://data.gov.mo/Detail?id=a3656732-ba67-4faa-8a1b-15a1b0b22520
一般衛生護理範疇(其他)私人醫務活動場所數目,https://data.gov.mo/Detail?id=b556d624-d01b-42cd-8919-e1829f14aedb
一般衛生護理範疇(衛生中心)衛生中心護理工作,https://data.gov.mo/Detail?id=bbdbefcf-cd0c-4e14-b955-bd72c1425b1a
疾病預防控制範疇按年齡劃分的疫苗接種可以預防的申報疾病病例數,https://data.gov.mo/Detail?id=c70cddfc-60ad-4e98-be9b-94dd19686bfb
衛生範疇按十大特定死因劃分的死亡人數統計,https://data.gov.mo/Detail?id=f291d76e-d267-456b-a01d-34a1fb10db60
校部數(按學校分類和教育階段劃分),https://data.gov.mo/Detail?id=01661ffe-1d4d-442b-9273-425faed2d4a2
疾病預防控制範疇蚊的控制工作,https://data.gov.mo/Detail?id=13b0a128-bf31-4588-8678-04d1269a493d
一般衛生護理範疇(其他)藥物業稽查及違規處理概況,https://data.gov.mo/Detail?id=2eeecd02-bd20-49c1-b748-417d7fbea96d
疾病預防控制範疇按事故類別劃分的傷害事故死亡人數,https://data.gov.mo/Detail?id=31394fa0-5b8a-4561-9bde-150c485ad7b1
中小企業信用保證計劃統計 - 申請概況,https://data.gov.mo/Detail?id=3b887106-88f8-44bc-aaf8-201fb7f0949b
學生人數 (按學校和年級劃分),https://data.gov.mo/Detail?id=41a9f264-c2fc-4b53-a51b-6e0513b7ac62
「星級旅遊服務認可計劃」獲獎旅行社,https://data.gov.mo/Detail?id=52ec22d4-f6de-4577-a607-9701b63a3dbc
鼓勵企業升級發展補貼計劃統計 - 受惠行業,https://data.gov.mo/Detail?id=69a97b47-95f6-447a-9a86-77a7036f1e18
一般衛生護理範疇(其他)捐血者概況,https://data.gov.mo/Detail?id=6a952188-81a0-45c7-9beb-4520f08f52be
專科衛生護理範疇兒童綜合評估中心概況,https://data.gov.mo/Detail?id=7055a894-2205-4c98-a256-ec4830fee92a
疾病預防控制範疇按歲組劃分的傷害事故死亡人數,https://data.gov.mo/Detail?id=7ab16252-21d0-4fa1-9448-19dd7ba2cdc4
工業單位每平方米平均價格,https://data.gov.mo/Detail?id=7c09e60a-4290-4729-9675-dd47460dddd6
疾病預防控制範疇澳門防疫接種計劃主要覆蓋率,https://data.gov.mo/Detail?id=8333cdcd-578e-4407-986d-1603a56bb0a2
一般衛生護理範疇(衛生中心)按門診種類和歲組劃分的門診人次,https://data.gov.mo/Detail?id=85418220-3af5-4482-ba4d-972f781a89c0
人力資源範疇按所屬單位劃分的高級衛生技術員數目,https://data.gov.mo/Detail?id=960a1565-d7f3-41c6-92a0-989694aca0b1
專科衛生護理範疇按求診原因劃分的急診就診人次,https://data.gov.mo/Detail?id=a190df98-e96e-4776-9fa4-434f0e982f1e
一般衛生護理範疇(其他)血液收集概況,https://data.gov.mo/Detail?id=cf526acc-fff1-4db1-87da-9e20cd964a82
澳門高等院校註冊學生人數統計─按性別劃分,https://data.gov.mo/Detail?id=0ab23142-b8d6-44fd-8e0f-41798bc793dc
人力資源範疇按所屬單位劃分的藥劑師數目,https://data.gov.mo/Detail?id=0d4caa09-736c-40e7-aa1b-ec2fb056d875
一般衛生護理範疇(衛生中心)衛生中心保健指標,https://data.gov.mo/Detail?id=1465d565-b008-4d5d-a5c3-6709c6e95834
專科衛生護理範疇急診部概況,https://data.gov.mo/Detail?id=22971c15-99ee-4126-bd98-bd028bf9bb6b
衛生範疇健康指標統計,https://data.gov.mo/Detail?id=22fd734e-fbb1-4517-a2e5-1a8e694b7454
人力資源範疇按所屬單位劃分的診療技術員數目,https://data.gov.mo/Detail?id=27793af7-7cf0-4301-ae25-d4644ee3fc6a
疾病預防控制範疇放射防護範疇工作數字,https://data.gov.mo/Detail?id=2b588520-0b14-4c46-a39d-8b2a1810f306
疾病預防控制範疇按傷害成因劃分的傷害事故人數,https://data.gov.mo/Detail?id=2bc8900e-e144-4709-9931-d6510f4dfbf1
專科衛生護理範疇診斷和治療輔助檢查人次,https://data.gov.mo/Detail?id=2cb1ecf3-b385-4476-9776-1eff89fdc06f
污水處理廠數據(跨境工業區),https://data.gov.mo/Detail?id=4a57b120-60f2-4a36-a6eb-7f93f340f2e6
專科衛生護理範疇按亞專科劃分的門診人次,https://data.gov.mo/Detail?id=551bbe24-d64d-42b7-a849-b2b0adb47184
發明專利延伸申請量,https://data.gov.mo/Detail?id=58255a62-6c4a-464a-8eb9-c8bb457213ad
一般衛生護理範疇(其他)衛生專業人員准照數目,https://data.gov.mo/Detail?id=68d07a89-78fc-4c22-99b8-a24089894935
一般衛生護理範疇(其他)控煙檢控個案及巡查統計,https://data.gov.mo/Detail?id=7413b2cc-4fde-49f8-b030-dc0cb6fba685
衛生範疇按工作場所劃分的醫護人員數目統計,https://data.gov.mo/Detail?id=87365b1e-1a12-47f0-9770-55e0759ee505
專科衛生護理範疇仁伯爵綜合醫院醫務活動,https://data.gov.mo/Detail?id=8a529d30-a379-4acd-89ed-1c1cd8b31b83
專科衛生護理範疇按就醫地點劃分送往外地治療之病人,https://data.gov.mo/Detail?id=96b6fb39-510c-4e39-a7b0-057ac2554d3d
澳門高等院校畢業學生人數統計─按院校劃分,https://data.gov.mo/Detail?id=ae78614f-4bc6-4bca-b830-f2192d62d369
一般衛生護理範疇(其他)按工作場所劃分的衛生專業人員准照數目,https://data.gov.mo/Detail?id=c94a272f-f094-4ba1-911e-41517ae6772c
專科衛生護理範疇按歲組劃分送往外地治療之病人,https://data.gov.mo/Detail?id=db7960a8-ac93-4645-b2af-f17a05f53695
澳門高等院校本地生畢業人數統計─按課程程度劃分,https://data.gov.mo/Detail?id=dd116f04-8d6f-4700-ac96-e7a84cb6367b
專科衛生護理範疇手術室概況,https://data.gov.mo/Detail?id=e75b0009-8f27-4720-a103-d590fdfcc0b1
專科衛生護理範疇分娩室概況,https://data.gov.mo/Detail?id=e819018a-c48d-4b8d-b482-4ddf806505d7
疾病預防控制範疇按歲組劃分的二○一七年主要新增癌症個案,https://data.gov.mo/Detail?id=edde9246-5ac7-449b-9f71-ab39b49ec4c3
疾病預防控制範疇按事故類別劃分的傷害事故人數,https://data.gov.mo/Detail?id=fa255fa9-c646-497c-931f-be5508407c10
澳門高等院校本地生註冊人數統計─按課程程度劃分,https://data.gov.mo/Detail?id=fbb9f0da-d6d4-4e62-a0c3-d634c1494ebf
移走公共停車場濫泊車輛,https://data.gov.mo/Detail?id=fc6710f0-fd42-4cd8-b1dc-1d7d1e244934
疾病預防控制範疇十大強制性申報疾病個案,https://data.gov.mo/Detail?id=15ab3029-5885-4609-8273-e48803422078
澳門高等院校教職員人數統計─按院校劃分,https://data.gov.mo/Detail?id=17e07b97-fbb1-46a7-a897-ee8e743e8d3c
疾病預防控制範疇按歲組劃分的十大強制性申報疾病個案,https://data.gov.mo/Detail?id=1cb4c716-25a1-4289-8cd8-8ceec406a6c0
疾病預防控制範疇社區衛生工作組工作概況,https://data.gov.mo/Detail?id=22bcf76e-8465-4445-b23c-2b398ad656db
專科衛生護理範疇按專科劃分的手術人次,https://data.gov.mo/Detail?id=237701cb-b324-4ead-9f3d-580c6c3f9293
各類學校、教育階段和最高學歷的教學人員人數分佈,https://data.gov.mo/Detail?id=29963f8e-424c-4f23-9c5d-fbe69342deb8
退休及撫卹制度-在職會員-按性別劃分,https://data.gov.mo/Detail?id=2ae8d977-db37-479c-970a-2162688e5458
疾病預防控制範疇十大癌症新增個案,https://data.gov.mo/Detail?id=3be8ebf8-4a12-4acf-b5bc-2877bd7d68ca
疾病預防控制範疇愛滋病諮詢服務,https://data.gov.mo/Detail?id=3ea938c8-28b7-4f4a-af23-f94d712a9a7a
疾病預防控制範疇環境及食物衛生部採樣工作概況,https://data.gov.mo/Detail?id=47536b06-5568-4a58-b6eb-582e32121871
疾病預防控制範疇按歲組劃分的愛滋病病毒感染結存個案,https://data.gov.mo/Detail?id=5796dfcc-1acc-4dc3-8bf2-4a3fcc7764d3
人力資源範疇按歲組劃分的人員分佈,https://data.gov.mo/Detail?id=5b11ac25-febf-4706-976f-0a86dc62a3f2
公積金制度-供款人登記之註銷-按任用方式劃分,https://data.gov.mo/Detail?id=6931bfb3-7ad7-4815-ac3e-7a0b9f0f788c
備有輪椅停靠設備的巴士數量,https://data.gov.mo/Detail?id=73809a1a-3ed3-42ec-92c2-2e5ca5b196dd
各類學校和教育階段的學校數(按教育階段計算),https://data.gov.mo/Detail?id=7ee5c2b9-cb91-4735-842c-a69a94eba844
專科衛生護理範疇結核病防治中心概況,https://data.gov.mo/Detail?id=878bae1b-0f7a-4e21-9cfb-17db973b3774
低地台巴士數量,https://data.gov.mo/Detail?id=9e45b415-c24d-4dc9-9079-02ef79518c3d
疾病預防控制範疇按歲組劃分的傷害事故人數,https://data.gov.mo/Detail?id=a18c1cc3-5620-4dfe-9d64-ee487836a60f
疾病預防控制範疇按歲組劃分的愛滋病病毒感染個案,https://data.gov.mo/Detail?id=a874a891-5bf7-4d1e-84ea-b968cddc5f4d
特別的士,https://data.gov.mo/Detail?id=d555ea13-c160-48b5-ae59-e6408bf6485d
中小企業專項信用保證計劃統計 - 申請概況,https://data.gov.mo/Detail?id=f1a79cce-3968-492e-9dd4-eb3aaf5a73bf
中小企業援助計劃統計 - 受惠行業,https://data.gov.mo/Detail?id=28832daf-cc31-412b-b51c-c3f9cc3068f1
中小企業信用保證計劃統計 - 受惠行業,https://data.gov.mo/Detail?id=b29dea65-b025-42d0-8d3e-99272bbe58d6
學生人數(按年齡和性別劃分),https://data.gov.mo/Detail?id=96a98449-0a75-44b2-acc6-8fd330270661
鼓勵企業升級發展補貼計劃統計 - 申請概況,https://data.gov.mo/Detail?id=d404b7d3-d088-47d3-b3df-ce63a12985b1
澳門空運經營人,https://data.gov.mo/Detail?id=00b9b887-2179-4185-ba26-0fdd351863ff
開辦職業技術課程校部數 (按學校分類劃分),https://data.gov.mo/Detail?id=0222489c-2b61-42d0-a68b-d2209b483a56
澳門高等院校註冊學生人數統計─按本地生及外地生劃分,https://data.gov.mo/Detail?id=284274cc-dc23-4265-829c-f8321ee86d1f
澳門高等院校教學人員人數統計─按聘用方式劃分,https://data.gov.mo/Detail?id=2e002761-1b72-4579-9353-a8e9b7fe592f
澳門高等院校畢業學生人數統計─按性別劃分,https://data.gov.mo/Detail?id=343a2c05-2af6-486d-b91c-e801d430d05b
各學校師生比(人次數),https://data.gov.mo/Detail?id=c5ea3924-ecf2-46e0-978c-3d449141edab
澳門高等院校註冊學生人數統計─按院校劃分,https://data.gov.mo/Detail?id=cd887839-7651-426d-8626-427c946b04a4
澳門高等院校研究人員人數統計─按院校劃分,https://data.gov.mo/Detail?id=fb29ffcb-a076-408e-b78e-8536af4ee74a
澳門高等院校外地生註冊人數統計─按院校劃分,https://data.gov.mo/Detail?id=fcb95224-7282-4431-827e-34be6aad79d9
澳門高等院校外地生畢業人數統計─按性別劃分,https://data.gov.mo/Detail?id=febada19-769b-45ca-abb4-719f7be013c3
澳門高等院校本地生註冊人數統計─按院校劃分,https://data.gov.mo/Detail?id=00bd5e56-d5e6-4063-a817-a3206d4c073a
澳門高等院校外地生註冊人數統計─按課程程度劃分,https://data.gov.mo/Detail?id=063e7e8f-6041-4fa1-a4f9-f789c2b8dd32
澳門高等院校畢業學生人數統計─按課程程度劃分,https://data.gov.mo/Detail?id=17153833-cc96-4673-a03f-e37ce955e5c9
澳門高等院校教學人員人數統計─按性別劃分,https://data.gov.mo/Detail?id=178d97d1-155c-40e8-b108-a13cce1ec2e3
澳門高等院校研究人員人數統計─按聘用方式劃分,https://data.gov.mo/Detail?id=3097b0fd-791f-4ea3-a2c2-0d63fcf5e423
澳門高等院校本地生註冊人數統計─按性別劃分,https://data.gov.mo/Detail?id=32182da6-bc62-4741-9db3-48d8949a8673
澳門高等院校外地生註冊人數統計─按性別劃分,https://data.gov.mo/Detail?id=47fea6a3-90ed-4409-9256-f4a55d6f4cad
澳門高等院校註冊學生人數統計,https://data.gov.mo/Detail?id=66ef40ed-9962-4971-bb37-fbc1731ba1bf
澳門高等院校外地生畢業人數統計─按院校劃分,https://data.gov.mo/Detail?id=886e2e54-9d16-48c5-aaa6-a7d0c256f6d8
澳門高等院校教學人員人數統計─按院校劃分,https://data.gov.mo/Detail?id=ba7342c7-7a35-4333-b8f0-c5d00e904d85
澳門高等院校外地生畢業人數統計─按課程程度劃分,https://data.gov.mo/Detail?id=c4c5e8d7-7606-4134-811d-b413da0db4a9
澳門高等院校畢業學生人數統計─按本地生及外地生劃分,https://data.gov.mo/Detail?id=eb1aa0e4-172d-4f80-b537-833c04b4e657
澳門高等院校非教學人員人數統計─按院校劃分,https://data.gov.mo/Detail?id=0e890191-84cc-4b48-a408-3798cc1ab246
各學校班師比(人次數),https://data.gov.mo/Detail?id=22cb2381-a35d-454c-9877-424e374d8694
澳門高等院校教職員人數統計,https://data.gov.mo/Detail?id=300af5a1-e061-4393-aea8-2e13e1f642e4
澳門高等院校非教學人員人數統計─按本地及外聘劃分,https://data.gov.mo/Detail?id=5aaba2f2-f0a6-4622-a579-40f516a88b4e
澳門高等院校非教學人員人數統計─按性別劃分,https://data.gov.mo/Detail?id=740f2481-33f5-4a65-a5cd-f65c7388d234
校部數(按教育階段和語言劃分),https://data.gov.mo/Detail?id=7f2275e2-4dae-4b32-a301-4b6b7a893be9
澳門高等院校本地生畢業人數統計─按院校劃分,https://data.gov.mo/Detail?id=840d9f8c-c28b-41cd-a723-28cc9633b6ea
澳門高等院校研究人員人數統計─按性別劃分,https://data.gov.mo/Detail?id=b7b03b49-4e93-4312-b734-55ffdc6cdb49
澳門高等院校非教學人員人數統計─按聘用方式劃分,https://data.gov.mo/Detail?id=b9d9247c-2667-4652-a50e-6be6e67ce237
澳門高等院校本地生畢業人數統計─按性別劃分,https://data.gov.mo/Detail?id=ba5f358b-925e-485c-bece-97bfa989305d
教學人員人數(按學校和教育階段劃分),https://data.gov.mo/Detail?id=bdefdbcd-35e1-4d5b-b8bd-4c11a9db8b37
教學人員人數(按服務時間和教育階段劃分),https://data.gov.mo/Detail?id=d826a3e8-0fad-4408-a781-dd3d5f8be441
各類學校和年級的學生學、雜費用 (中學 + 特教),https://data.gov.mo/Detail?id=3dfbb79c-ac42-4a84-9959-7246003c6f43
教學人員人數(按年齡組和教育階段劃分),https://data.gov.mo/Detail?id=47d2cead-527e-40cd-aece-9050bdb67e2a
職業技術課程學生人數 (按年齡和性別劃分),https://data.gov.mo/Detail?id=996fe385-0332-487f-89c0-2c868089e861
教學人員人數(按服務時間和性別劃分),https://data.gov.mo/Detail?id=9b25d2c0-3a7b-4fbb-8668-8354f3e48524
班數 (按學校和年級劃分),https://data.gov.mo/Detail?id=bd31b86d-42e3-4a5b-bf1b-adb08b50d12e
各類學校和最高學歷的教學人員人次數分佈,https://data.gov.mo/Detail?id=ced8d092-12dc-4788-8a1f-121820ee9cbd
教育機構職員人次數 (按校部劃分),https://data.gov.mo/Detail?id=d5ab0b43-3584-4853-9b92-f256724f679f
教學人員人數(按年齡組和性別劃分),https://data.gov.mo/Detail?id=15aa12c0-ab1f-4230-a7a6-17ca5da2b863
各類學校和年級的學生學、雜費用 (幼兒教育 + 小學),https://data.gov.mo/Detail?id=15e4d51f-7ff6-474a-b520-25cf11b58208
職業技術課程學生人數 (按校部、課程名稱及年級劃分),https://data.gov.mo/Detail?id=4d6d9e14-8f2a-4481-99d2-6af317e5db4e
校部數(按教育類型和教育階段劃分),https://data.gov.mo/Detail?id=7eb736dd-7d69-4198-99e7-bfc11be6afde
教學人員人次數(按學校和教育階段劃分),https://data.gov.mo/Detail?id=b405bcb9-0888-497f-80dd-cdd26332ed67
維修機構,https://data.gov.mo/Detail?id=f942e141-4b8c-4926-9f7c-a0121daf9c9e
退休及撫卹制度-撫卹金訂定宗數 –按原因劃分,https://data.gov.mo/Detail?id=5582ad5d-07b1-40a9-8016-c850d9483965
退休及撫卹制度-辦理在生證明人數–按辦理途徑劃分,https://data.gov.mo/Detail?id=8c5c0b1e-3f21-4fbf-861b-218f87bd992d
澳門接受的航空器類型和型號,https://data.gov.mo/Detail?id=a825c247-a2e3-4449-aeac-de56a9e96ad2
維修培訓機構,https://data.gov.mo/Detail?id=de390c31-ef3b-49f5-bb3b-1841da96048a
澳門註冊的航空器,https://data.gov.mo/Detail?id=fb257ad9-1620-45d6-bfe5-93fc0b27f6b9
退休及撫卹制度-退休金訂定宗數 –按退休種類劃分,https://data.gov.mo/Detail?id=13281b6d-c99b-4979-91db-f05a135981c4
公積金制度-供款人-按薪俸金額劃分,https://data.gov.mo/Detail?id=53cd1678-3853-4b21-938f-be3ed75d922c
公積金制度-供款人登記之註銷-按薪俸金額劃分,https://data.gov.mo/Detail?id=bbf3af68-02db-487a-8610-706883cd82de
公積金制度-供款人登記之註銷-按性別劃分,https://data.gov.mo/Detail?id=d40d2ba1-df31-4081-a00a-cb483e8b1801
